Caption,Category
Local butcher illegally killed a street dog. Action needed! #6126,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5209,Adoption
Local butcher illegally killed a street dog. Action needed! #5230,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #154,Illegal Activities
Protect our strays: vaccination camp at Butwal this Monday.,Vaccination
"Meet Charlie, a lovable German Shepherd looking for a forever home in Pokhara.",Adoption
"Meet Max, a lovable Stray looking for a forever home in Dharan.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #2209,Adoption
Looking to adopt a cute Labrador? Meet Charlie at Lalitpur.,Adoption
Urgent help needed for injured stray puppy #9832,Help
Looking to adopt a 2-month-old vaccinated kitten #4573,Adoption
Urgent help needed for injured stray puppy #4,Help
Urgent help needed for injured stray puppy #4928,Help
Urgent help needed for injured stray puppy #8240,Help
Urgent help needed for injured stray puppy #2340,Help
Looking to adopt a cute Beagle? Meet Luna at Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4147,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #575,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4971,Vaccination
Urgent help needed for injured stray puppy #8696,Help
Friendly Labrador named Max available for adoption in Kathmandu.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1287,Vaccination
Vaccination campaign for street dogs happening at Dharan on Monday.,Vaccination
Urgent help needed for injured stray puppy #7976,Help
Looking to adopt a 2-month-old vaccinated kitten #2749,Adoption
Urgent help needed for injured stray puppy #7828,Help
Vaccination campaign for street dogs happening at Biratnagar on Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1923,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2695,Vaccination
Friendly Pug named Charlie available for adoption in Bhaktapur.,Adoption
Local butcher illegally killed a street dog. Action needed! #7234,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2618,Illegal Activities
Protect our strays: vaccination camp at Bhaktapur this Monday.,Vaccination
"Meet Bella, a lovable Labrador looking for a forever home in Pokhara.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #581,Adoption
Urgent help needed for injured stray puppy #708,Help
Vaccination campaign for street dogs happening at Itahari on this weekend.,Vaccination
"Meet Simba, a lovable Stray looking for a forever home in Kathmandu.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #5049,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5335,Vaccination
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4699,Vaccination
Local butcher illegally killed a street dog. Action needed! #9138,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4970,Illegal Activities
Urgent help needed for injured stray puppy #2376,Help
"Meet Bella, a lovable Stray looking for a forever home in Bhaktapur.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4759,Vaccination
Urgent help needed for injured stray puppy #572,Help
Urgent help needed for injured stray puppy #9560,Help
Looking to adopt a 2-month-old vaccinated kitten #5001,Adoption
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #5062,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7959,Vaccination
"Meet Max, a lovable German Shepherd looking for a forever home in Butwal.",Adoption
Urgent help needed for injured stray puppy #2848,Help
Urgent help needed for injured stray puppy #4000,Help
Urgent help needed for injured stray puppy #7672,Help
Vaccination campaign for street dogs happening at Butwal on Monday.,Vaccination
Urgent help needed for injured stray puppy #8928,Help
Looking to adopt a 2-month-old vaccinated kitten #309,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9587,Vaccination
Vaccination campaign for street dogs happening at Lalitpur on July 15th.,Vaccination
Local butcher illegally killed a street dog. Action needed! #3538,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #718,Illegal Activities
Urgent help needed for injured stray puppy #8972,Help
Looking to adopt a cute Labrador? Meet Bella at Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4331,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #959,Vaccination
Local butcher illegally killed a street dog. Action needed! #3118,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7354,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3618,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3762,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4657,Adoption
Looking to adopt a 2-month-old vaccinated kitten #525,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9817,Adoption
Urgent help needed for injured stray puppy #3640,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1495,Vaccination
Urgent help needed for injured stray puppy #4636,Help
"Meet Bella, a lovable Persian looking for a forever home in Bhaktapur.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5999,Vaccination
Urgent help needed for injured stray puppy #8620,Help
Urgent help needed for injured stray puppy #1456,Help
Free rabies vaccination drive for stray animals at Dharan on this weekend.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4649,Adoption
Local butcher illegally killed a street dog. Action needed! #7066,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #23,Vaccination
Looking to adopt a cute Labrador? Meet Luna at Itahari.,Adoption
Vaccination campaign for street dogs happening at Itahari on July 15th.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1537,Adoption
Urgent help needed for injured stray puppy #3316,Help
Looking to adopt a 2-month-old vaccinated kitten #2781,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8903,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6711,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4725,Adoption
Looking to adopt a cute German Shepherd? Meet Simba at Kathmandu.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5543,Vaccination
Local butcher illegally killed a street dog. Action needed! #990,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2163,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #577,Adoption
Free rabies vaccination drive for stray animals at Dharan on Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4983,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #8397,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8605,Adoption
Urgent help needed for injured stray puppy #772,Help
Protect our strays: vaccination camp at Itahari this July 15th.,Vaccination
"Meet Coco, a lovable Pug looking for a forever home in Itahari.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #6477,Adoption
Urgent help needed for injured stray puppy #7588,Help
Looking to adopt a 2-month-old vaccinated kitten #7597,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1887,Vaccination
Local butcher illegally killed a street dog. Action needed! #7546,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2643,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6689,Adoption
Local butcher illegally killed a street dog. Action needed! #4558,Illegal Activities
Urgent help needed for injured stray puppy #6088,Help
Looking to adopt a 2-month-old vaccinated kitten #533,Adoption
Urgent help needed for injured stray puppy #5544,Help
Looking to adopt a 2-month-old vaccinated kitten #8097,Adoption
Local butcher illegally killed a street dog. Action needed! #6782,Illegal Activities
"Meet Luna, a lovable Pug looking for a forever home in Lalitpur.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #3977,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3211,Vaccination
Vaccination campaign for street dogs happening at Bhaktapur on this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5415,Vaccination
Urgent help needed for injured stray puppy #612,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3707,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6171,Vaccination
Local butcher illegally killed a street dog. Action needed! #1974,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #289,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5411,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6995,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2769,Adoption
Looking to adopt a cute Persian? Meet Coco at Bhaktapur.,Adoption
Local butcher illegally killed a street dog. Action needed! #398,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9057,Adoption
Local butcher illegally killed a street dog. Action needed! #7714,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8655,Vaccination
Urgent help needed for injured stray puppy #6308,Help
Local butcher illegally killed a street dog. Action needed! #5402,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1135,Vaccination
Friendly Beagle named Bella available for adoption in Biratnagar.,Adoption
Looking to adopt a cute German Shepherd? Meet Bella at Itahari.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9677,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9161,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5981,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8875,Vaccination
Protect our strays: vaccination camp at Bhaktapur this July 15th.,Vaccination
