Caption,Category
Rescued dog needs surgery nd foster home ASAP!,Help
Vaccination campaign for street dogs happening at Lalitpur on this weekend.,Vaccination
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Injured stray dog spotted near Kathmandu. Immediate assistance needed!,Help
Adopt Luna and give them the loving family they deserve.,Adoption
Puppy crying in pain at Butwal. Please help!,Help
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7789,Adoption
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6069,Adoption
Free rabies vaccination drive for stray animals at Lalitpur on August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
Urgent help needed for injured stray puppy #4264,Help
Free rabies vaccination for street dogs in Pokhara this weekend #579,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1921,Adoption
Urgent help needed for injured stray puppy #8948,Help
Local butcher illegally killed a street dog. Action needed! #3010,Illegal Activities
Join us for a community pet vaccination event in Lalitpur.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5801,Adoption
Protect our strays: vaccination camp at Lalitpur this August 1st.,Vaccination
Friendly Stray named Luna available for adoption in Biratnagar.,Adoption
Animal abuse recorded on street cam 🚨,Illegal Activities
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #5737,Adoption
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3958,Illegal Activities
Friendly Pug named Bella available for adoption in Bhaktapur.,Adoption
Free rabies vaccination drive for stray animals at Kathmandu on Monday.,Vaccination
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #3197,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Adopt Luna and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #4524,Help
Report: Suspected poisoning of stray animals in Kathmandu. Authorities notified.,Illegal Activities
Looking to adopt a cute Stray? Meet Max at Dharan.,Adoption
Vaccination campaign for street dogs happening at Butwal on Monday.,Vaccination
"Meet Charlie, a lovable German Shepherd looking for a forever home in Kathmandu.",Adoption
Local butcher illegally killed a street dog. Action needed! #5582,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8379,Vaccination
Cat already vaccinated but needs checkup again,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2281,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7957,Adoption
Free rabies vaccination drive for stray animals at Pokhara on August 1st.,Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8817,Adoption
Urgent help needed for injured stray puppy #8036,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4499,Vaccination
Urgent help needed for injured stray puppy #5548,Help
Looking to adopt a 2-month-old vaccinated kitten #5725,Adoption
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Animal abuse recorded on street cam 🚨,Illegal Activities
Urgent help needed for injured stray puppy #4228,Help
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Adopt Coco and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5505,Adoption
Local butcher illegally killed a street dog. Action needed! #4930,Illegal Activities
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Urgent help needed for injured stray puppy #6488,Help
Urgent help needed for injured stray puppy #8760,Help
Report: Suspected poisoning of stray animals in Butwal. Authorities notified.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7477,Adoption
Rescued dog needs surgery nd foster home ASAP!,Help
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Adopt Max and give them the loving family they deserve.,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Looking to adopt a cute Persian? Meet Coco at Kathmandu.,Adoption
"Meet Bella, a lovable Beagle looking for a forever home in Kathmandu.",Adoption
Looking to adopt a cute Pug? Meet Charlie at Lalitpur.,Adoption
Urgent help needed for injured stray puppy #948,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4887,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2831,Vaccination
Abandoned kitten found in Butwal. Looking for a foster home.,Help
Cat available 4 adoption after rescue n treatment,Adoption
Wounded animal lying on the road at Lalitpur. Volunteers needed urgently!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5387,Vaccination
Local butcher illegally killed a street dog. Action needed! #5778,Illegal Activities
Urgent help needed for injured stray puppy #596,Help
Adopt Bella and give them the loving family they deserve.,Adoption
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Protect our strays: vaccination camp at Kathmandu this this weekend.,Vaccination
Poachers selling stray dogs in market,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8629,Adoption
Abandoned kitten found in Dharan. Looking for a foster home.,Help
Urgent help needed for injured stray puppy #7552,Help
Local butcher illegally killed a street dog. Action needed! #4726,Illegal Activities
Free rabies vaccination drive for stray animals at Kathmandu on July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5879,Vaccination
Local butcher illegally killed a street dog. Action needed! #1346,Illegal Activities
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2630,Illegal Activities
"Meet Charlie, a lovable Persian looking for a forever home in Biratnagar.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #8393,Adoption
Urgent help needed for injured stray puppy #5168,Help
Abandoned kitten found in Lalitpur. Looking for a foster home.,Help
Cat available 4 adoption after rescue n treatment,Adoption
Urgent help needed for injured stray puppy #9184,Help
Looking to adopt a 2-month-old vaccinated kitten #465,Adoption
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
Protect our strays: vaccination camp at Pokhara this August 1st.,Vaccination
Vaccination campaign for street dogs happening at Bhaktapur on August 1st.,Vaccination
Local butcher illegally killed a street dog. Action needed! #8818,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3061,Adoption
Local butcher illegally killed a street dog. Action needed! #4214,Illegal Activities
Vaccination campaign for street dogs happening at Butwal on Tuesday.,Vaccination
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Poachers selling stray dogs in market,Illegal Activities
Friendly German Shepherd named Max available for adoption in Pokhara.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8231,Vaccination
Urgent help needed for injured stray puppy #280,Help
Poachers selling stray dogs in market,Illegal Activities
Friendly Labrador named Bella available for adoption in Biratnagar.,Adoption
Urgent help needed for injured stray puppy #5256,Help
Wounded animal lying on the road at Itahari. Volunteers needed urgently!,Help
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Abandoned kitten found in Lalitpur. Looking for a foster home.,Help
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
Protect our strays: vaccination camp at Bhaktapur this July 15th.,Vaccination
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Adopt Charlie and give them the loving family they deserve.,Adoption
Protect our strays: vaccination camp at Biratnagar this August 1st.,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
"Meet Charlie, a lovable Persian looking for a forever home in Dharan.",Adoption
Local butcher illegally killed a street dog. Action needed in Biratnagar!,Illegal Activities
Cruel treatment of animals reported near Biratnagar. Raise your voice!,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Wounded animal lying on the road at Lalitpur. Volunteers needed urgently!,Help
Urgent help needed for injured stray puppy #7548,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7475,Vaccination
Report: Suspected poisoning of stray animals in Dharan. Authorities notified.,Illegal Activities
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5973,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5983,Vaccination
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Friendly German Shepherd named Bella available for adoption in Lalitpur.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5593,Adoption
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5818,Illegal Activities
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Looking to adopt a cute German Shepherd? Meet Bella at Itahari.,Adoption
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Urgent help needed for injured stray puppy #712,Help
Looking to adopt a 2-month-old vaccinated kitten #9529,Adoption
Urgent help needed for injured stray puppy #1712,Help
Looking to adopt a cute Beagle? Meet Luna at Biratnagar.,Adoption
Puppy crying in pain at Dharan. Please help!,Help
Rescued dog needs surgery nd foster home ASAP!,Help
Local butcher illegally killed a street dog. Action needed! #1178,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9186,Illegal Activities
Puppy crying in pain at Bhaktapur. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #815,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6463,Vaccination
