Caption,Category
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Protect our strays: vaccination camp at Butwal this Tuesday.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7187,Vaccination
Local butcher illegally killed a street dog. Action needed in Pokhara!,Illegal Activities
Urgent help needed for injured stray puppy #8772,Help
Local butcher illegally killed a street dog. Action needed! #78,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Dog fighting and illegal adoption both spotted near town,Illegal Activities
Free rabies vaccination drive for stray animals at Kathmandu on July 15th.,Vaccination
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #45,Adoption
Vaccinated puppy looking for adoption — needs caring home 🏠,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4329,Adoption
Rescued puppy available for adoption after vaccination 💉,Vaccination
Local butcher illegally killed a street dog. Action needed! #1846,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6586,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7550,Illegal Activities
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5091,Vaccination
Illegal puppy adoption scam disguised as vaccination drive 😡,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8393,Adoption
"Injured puppy already vaccinated, but still needs urgent help 😢",Help
Free rabies vaccination for street dogs in Pokhara this weekend #399,Vaccination
Vaccination campaign for street dogs happening at Bhaktapur on Tuesday.,Vaccination
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Free rabies vaccination for street dogs in Pokhara this weekend #883,Vaccination
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Urgent help needed for injured stray puppy #3720,Help
Local butcher illegally killed a street dog. Action needed! #7846,Illegal Activities
Adopt Simba and give them the loving family they deserve.,Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on July 15th.,Vaccination
Urgent help needed for injured stray puppy #8832,Help
Urgent help needed for injured stray puppy #9340,Help
Illegal dog fighting ring uncovered in Bhaktapur. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #4368,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4659,Vaccination
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Urgent help needed for injured stray puppy #6204,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7507,Vaccination
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
"Dog rescued from abuse, available for adoption 🙏",Adoption
Local butcher illegally killed a street dog. Action needed! #7170,Illegal Activities
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7663,Vaccination
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Local butcher illegally killed a street dog. Action needed! #9542,Illegal Activities
"Meet Luna, a lovable Stray looking for a forever home in Dharan.",Adoption
Urgent help needed for injured stray puppy #7120,Help
Urgent help needed for injured stray puppy #352,Help
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Protect our strays: vaccination camp at Lalitpur this this weekend.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #299,Vaccination
Friendly Beagle named Simba available for adoption in Pokhara.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8417,Adoption
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Adopt Charlie and give them the loving family they deserve.,Adoption
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
Urgent help needed for injured stray puppy #7172,Help
Stray kitten offered for adoption without proper vaccination,Illegal Activities
Free rabies vaccination drive for stray animals at Butwal on Monday.,Vaccination
Cruel treatment of animals reported near Lalitpur. Raise your voice!,Illegal Activities
"Dog previously part of illegal fighting ring, now up for adoption",Adoption
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1405,Adoption
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
"Animal abuse victim, please help, might need new home later",Help
Local butcher illegally killed a street dog. Action needed! #746,Illegal Activities
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Injured stray dog spotted near Bhaktapur. Immediate assistance needed!,Help
Friendly German Shepherd named Bella available for adoption in Lalitpur.,Adoption
"Kitten was injured but now healthy, ready for adoption 🐱",Adoption
Stray dog vaccinated at camp but still needs HELP immediately 🙏,Help
Urgent help needed for injured stray puppy #3804,Help
Urgent help needed for injured stray puppy #3492,Help
Urgent help needed for injured stray puppy #8340,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2051,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5955,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #8003,Vaccination
Protect our strays: vaccination camp at Lalitpur this July 15th.,Vaccination
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Local butcher illegally killed a street dog. Action needed! #5746,Illegal Activities
"Rescued dog was previously abused, report illegal breeder 🚨",Illegal Activities
Puppy crying in pain at Itahari. Please help!,Help
Local butcher illegally killed a street dog. Action needed! #4198,Illegal Activities
Dog rescued from illegal breeder got vaccination this week,Vaccination
"Dog rescued from abuse, available for adoption 🙏",Adoption
Urgent help needed for injured stray puppy #5820,Help
Local butcher illegally killed a street dog. Action needed! #8842,Illegal Activities
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Join us for a community pet vaccination event in Dharan.,Vaccination
"Dog rescued from abuse, available for adoption 🙏",Adoption
Local butcher illegally killed a street dog. Action needed! #586,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #9591,Vaccination
"Doggo injured and now vaccinated, waiting for new home 🐕",Vaccination
Urgent help needed for injured stray puppy #8896,Help
"Rescued stray vaccinated last week, adoption requests open",Adoption
Looking to adopt a cute Beagle? Meet Luna at Dharan.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2621,Adoption
Vaccination campaign for street dogs happening at Itahari on Tuesday.,Vaccination
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Friendly Persian named Bella available for adoption in Butwal.,Adoption
"Injured puppy already vaccinated, but still needs urgent help 😢",Help
Looking to adopt a 2-month-old vaccinated kitten #2101,Adoption
Report: Suspected poisoning of stray animals in Dharan. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #2140,Help
"Meet Simba, a lovable Labrador looking for a forever home in Kathmandu.",Adoption
"Free vaccination camp for stray animals, some need adoption too",Vaccination
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Adopt Bella and give them the loving family they deserve.,Adoption
"Rescued kitten vaccinated last week, but requires surgery ASAP",Help
Vaccination records faked during illegal puppy sales,Illegal Activities
Free rabies vaccination drive for stray animals at Butwal on August 1st.,Vaccination
Rescued puppy available for adoption after vaccination 💉,Vaccination
"Dog rescued from abuse, available for adoption 🙏",Adoption
Local butcher illegally killed a street dog. Action needed! #38,Illegal Activities
Looking to adopt a cute Persian? Meet Simba at Butwal.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #261,Adoption
Local butcher illegally killed a street dog. Action needed! #6982,Illegal Activities
Looking to adopt a cute Persian? Meet Charlie at Butwal.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1327,Vaccination
"Rescued stray vaccinated last week, adoption requests open",Adoption
"Animal abuse victim, please help, might need new home later",Help
"Meet Charlie, a lovable Persian looking for a forever home in Butwal.",Adoption
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #5844,Help
Urgent help needed for injured stray puppy #9912,Help
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2793,Adoption
Local butcher illegally killed a street dog. Action needed! #146,Illegal Activities
Doggo looking for adoption after accident — needs medical help first 🐶💔,Help
